,index,year,month,categories,problem_type_1,count
476,476,2010,12,CriminalBehaviour,Obscene/libelous acts,16
477,477,2010,12,CriminalBehaviour,Physical/Verbal Agression,26
478,478,2010,12,CriminalBehaviour,Robbery,59
479,479,2010,12,CriminalBehaviour,Sexual assault/rape,1
480,480,2010,12,CriminalBehaviour,Sexual harassment,1
481,481,2010,12,CriminalBehaviour,Theft,30
482,482,2010,12,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
483,483,2011,1,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
484,484,2011,1,CriminalBehaviour,Agression,17
485,485,2011,1,CriminalBehaviour,Arbitrary violence,1
486,486,2011,1,CriminalBehaviour,Break-in,93
487,487,2011,1,CriminalBehaviour,Child grooming/enticement,1
488,488,2011,1,CriminalBehaviour,Corporal injury,9
489,489,2011,1,CriminalBehaviour,Environmental crime,3
490,490,2011,1,CriminalBehaviour,Fishing in Prohibited Places,1
491,491,2011,1,CriminalBehaviour,Fraud (monetary),5
492,492,2011,1,CriminalBehaviour,Gambling,1
493,493,2011,1,CriminalBehaviour,Gunshot,8
494,494,2011,1,CriminalBehaviour,Illegal possession,2
495,495,2011,1,CriminalBehaviour,Illitcit Substance,121
496,496,2011,1,CriminalBehaviour,Irregular Construction,1
497,497,2011,1,CriminalBehaviour,Kidnapping and imprisonment,2
498,498,2011,1,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
499,499,2011,1,CriminalBehaviour,Misuse of transport card,2
500,500,2011,1,CriminalBehaviour,Murder,1
501,501,2011,1,CriminalBehaviour,Obscene/libelous acts,9
502,502,2011,1,CriminalBehaviour,Physical/Verbal Agression,25
503,503,2011,1,CriminalBehaviour,Robbery,55
504,504,2011,1,CriminalBehaviour,Sexual assault/rape,2
505,505,2011,1,CriminalBehaviour,Sexual harassment,2
506,506,2011,1,CriminalBehaviour,Theft,33
507,507,2011,2,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
508,508,2011,2,CriminalBehaviour,Agression,30
509,509,2011,2,CriminalBehaviour,Break-in,47
510,510,2011,2,CriminalBehaviour,Corporal injury,4
511,511,2011,2,CriminalBehaviour,Environmental crime,3
512,512,2011,2,CriminalBehaviour,False Identity,1
513,513,2011,2,CriminalBehaviour,Fishing in Prohibited Places,3
514,514,2011,2,CriminalBehaviour,Fraud (monetary),1
515,515,2011,2,CriminalBehaviour,Gunshot,1
516,516,2011,2,CriminalBehaviour,Illegal possession,3
517,517,2011,2,CriminalBehaviour,Illitcit Substance,104
518,518,2011,2,CriminalBehaviour,Irregular Construction,1
519,519,2011,2,CriminalBehaviour,Misuse of transport card,4
520,520,2011,2,CriminalBehaviour,Obscene/libelous acts,17
521,521,2011,2,CriminalBehaviour,Physical/Verbal Agression,23
522,522,2011,2,CriminalBehaviour,Robbery,53
523,523,2011,2,CriminalBehaviour,Sexual assault/rape,1
524,524,2011,2,CriminalBehaviour,Smuggling/contraband,1
525,525,2011,2,CriminalBehaviour,Theft,31
526,526,2011,2,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
527,527,2011,3,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
528,528,2011,3,CriminalBehaviour,Agression,26
529,529,2011,3,CriminalBehaviour,Break-in,49
530,530,2011,3,CriminalBehaviour,Corporal injury,4
531,531,2011,3,CriminalBehaviour,Crime against individual liberty,1
532,532,2011,3,CriminalBehaviour,Environmental crime,1
533,533,2011,3,CriminalBehaviour,Fishing in Prohibited Places,8
534,534,2011,3,CriminalBehaviour,Fraud (monetary),1
535,535,2011,3,CriminalBehaviour,Gunshot,9
536,536,2011,3,CriminalBehaviour,Illegal possession,7
537,537,2011,3,CriminalBehaviour,Illitcit Substance,122
538,538,2011,3,CriminalBehaviour,Misuse of transport card,3
539,539,2011,3,CriminalBehaviour,Obscene/libelous acts,13
540,540,2011,3,CriminalBehaviour,Physical/Verbal Agression,26
541,541,2011,3,CriminalBehaviour,Robbery,66
542,542,2011,3,CriminalBehaviour,Sexual harassment,1
543,543,2011,3,CriminalBehaviour,Theft,34
544,544,2011,4,CriminalBehaviour,Agression,27
545,545,2011,4,CriminalBehaviour,Break-in,51
546,546,2011,4,CriminalBehaviour,Child grooming/enticement,1
547,547,2011,4,CriminalBehaviour,Corporal injury,5
548,548,2011,4,CriminalBehaviour,Environmental crime,4
549,549,2011,4,CriminalBehaviour,Fishing in Prohibited Places,4
550,550,2011,4,CriminalBehaviour,Gunshot,9
551,551,2011,4,CriminalBehaviour,Illegal possession,3
552,552,2011,4,CriminalBehaviour,Illitcit Substance,151
553,553,2011,4,CriminalBehaviour,Irregular Construction,1
554,554,2011,4,CriminalBehaviour,Maltreatment,1
555,555,2011,4,CriminalBehaviour,Misuse of transport card,2
556,556,2011,4,CriminalBehaviour,Obscene/libelous acts,14
557,557,2011,4,CriminalBehaviour,Physical/Verbal Agression,31
558,558,2011,4,CriminalBehaviour,Possession of explosive device,1
559,559,2011,4,CriminalBehaviour,Racism,1
560,560,2011,4,CriminalBehaviour,Robbery,65
561,561,2011,4,CriminalBehaviour,Sexual assault/rape,2
562,562,2011,4,CriminalBehaviour,Sexual harassment,1
563,563,2011,4,CriminalBehaviour,Theft,28
564,564,2011,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
565,565,2011,5,CriminalBehaviour,Agression,22
566,566,2011,5,CriminalBehaviour,Break-in,49
567,567,2011,5,CriminalBehaviour,Corporal injury,4
568,568,2011,5,CriminalBehaviour,Crime against individual liberty,1
569,569,2011,5,CriminalBehaviour,Environmental crime,2
570,570,2011,5,CriminalBehaviour,Exploitation of minors,1
571,571,2011,5,CriminalBehaviour,False Identity,1
572,572,2011,5,CriminalBehaviour,False money,1
573,573,2011,5,CriminalBehaviour,Fishing in Prohibited Places,3
574,574,2011,5,CriminalBehaviour,Fraud (monetary),3
575,575,2011,5,CriminalBehaviour,Gambling,1
576,576,2011,5,CriminalBehaviour,Gunshot,2
577,577,2011,5,CriminalBehaviour,Illegal possession,6
578,578,2011,5,CriminalBehaviour,Illitcit Substance,123
579,579,2011,5,CriminalBehaviour,Irregular Construction,1
580,580,2011,5,CriminalBehaviour,Kidnapping and imprisonment,2
581,581,2011,5,CriminalBehaviour,Misuse of transport card,2
582,582,2011,5,CriminalBehaviour,Murder,2
583,583,2011,5,CriminalBehaviour,Obscene/libelous acts,11
584,584,2011,5,CriminalBehaviour,Physical/Verbal Agression,28
585,585,2011,5,CriminalBehaviour,Racism,1
586,586,2011,5,CriminalBehaviour,Robbery,61
587,587,2011,5,CriminalBehaviour,Sexual assault/rape,2
588,588,2011,5,CriminalBehaviour,Theft,29
589,589,2011,6,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
590,590,2011,6,CriminalBehaviour,Abuse of incapacitated persons,1
591,591,2011,6,CriminalBehaviour,Agression,18
592,592,2011,6,CriminalBehaviour,Break-in,59
593,593,2011,6,CriminalBehaviour,Corporal injury,8
594,594,2011,6,CriminalBehaviour,Environmental crime,1
595,595,2011,6,CriminalBehaviour,False Identity,1
596,596,2011,6,CriminalBehaviour,Favouring prostitution,1
597,597,2011,6,CriminalBehaviour,Fishing in Prohibited Places,1
598,598,2011,6,CriminalBehaviour,Fraud (monetary),1
599,599,2011,6,CriminalBehaviour,Gambling,1
600,600,2011,6,CriminalBehaviour,Gang-sacking/pillaging,1
601,601,2011,6,CriminalBehaviour,Gunshot,1
602,602,2011,6,CriminalBehaviour,Illegal possession,1
603,603,2011,6,CriminalBehaviour,Illitcit Substance,106
604,604,2011,6,CriminalBehaviour,Kidnapping and imprisonment,4
605,605,2011,6,CriminalBehaviour,Maltreatment,1
606,606,2011,6,CriminalBehaviour,Misuse of transport card,3
607,607,2011,6,CriminalBehaviour,Obscene/libelous acts,8
608,608,2011,6,CriminalBehaviour,Physical/Verbal Agression,24
609,609,2011,6,CriminalBehaviour,Robbery,58
610,610,2011,6,CriminalBehaviour,Sexual assault/rape,2
611,611,2011,6,CriminalBehaviour,Sexual harassment,3
612,612,2011,6,CriminalBehaviour,Theft,30
613,613,2011,7,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
614,614,2011,7,CriminalBehaviour,Agression,24
615,615,2011,7,CriminalBehaviour,Break-in,44
616,616,2011,7,CriminalBehaviour,Corporal injury,2
617,617,2011,7,CriminalBehaviour,Crime against individual liberty,1
618,618,2011,7,CriminalBehaviour,Environmental crime,1
619,619,2011,7,CriminalBehaviour,Extortion,1
620,620,2011,7,CriminalBehaviour,Fishing in Prohibited Places,3
621,621,2011,7,CriminalBehaviour,Gambling,1
622,622,2011,7,CriminalBehaviour,Gunshot,3
623,623,2011,7,CriminalBehaviour,Illegal possession,4
624,624,2011,7,CriminalBehaviour,Illitcit Substance,128
625,625,2011,7,CriminalBehaviour,Misuse of transport card,5
626,626,2011,7,CriminalBehaviour,Obscene/libelous acts,5
627,627,2011,7,CriminalBehaviour,Physical/Verbal Agression,18
628,628,2011,7,CriminalBehaviour,Robbery,44
629,629,2011,7,CriminalBehaviour,Sexual harassment,2
630,630,2011,7,CriminalBehaviour,Theft,37
631,631,2011,8,CriminalBehaviour,Agression,26
632,632,2011,8,CriminalBehaviour,Break-in,66
633,633,2011,8,CriminalBehaviour,Child grooming/enticement,1
634,634,2011,8,CriminalBehaviour,Corporal injury,6
635,635,2011,8,CriminalBehaviour,Environmental crime,3
636,636,2011,8,CriminalBehaviour,Fishing in Prohibited Places,3
637,637,2011,8,CriminalBehaviour,Gunshot,2
638,638,2011,8,CriminalBehaviour,Illegal possession,5
639,639,2011,8,CriminalBehaviour,Illitcit Substance,106
640,640,2011,8,CriminalBehaviour,Misuse of transport card,5
641,641,2011,8,CriminalBehaviour,Murder,3
642,642,2011,8,CriminalBehaviour,Obscene/libelous acts,6
643,643,2011,8,CriminalBehaviour,Physical/Verbal Agression,25
644,644,2011,8,CriminalBehaviour,Rape,1
645,645,2011,8,CriminalBehaviour,Robbery,65
646,646,2011,8,CriminalBehaviour,Sexual harassment,2
647,647,2011,8,CriminalBehaviour,Theft,37
648,648,2011,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
649,649,2011,9,CriminalBehaviour,Agression,28
650,650,2011,9,CriminalBehaviour,Break-in,85
651,651,2011,9,CriminalBehaviour,Corporal injury,5
652,652,2011,9,CriminalBehaviour,Defamation,1
653,653,2011,9,CriminalBehaviour,Environmental crime,2
654,654,2011,9,CriminalBehaviour,Fishing in Prohibited Places,5
655,655,2011,9,CriminalBehaviour,Gang-sacking/pillaging,1
656,656,2011,9,CriminalBehaviour,Gunshot,1
657,657,2011,9,CriminalBehaviour,Illegal possession,6
658,658,2011,9,CriminalBehaviour,Illitcit Substance,102
659,659,2011,9,CriminalBehaviour,Irregular Construction,1
660,660,2011,9,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
661,661,2011,9,CriminalBehaviour,Maltreatment,1
662,662,2011,9,CriminalBehaviour,Misuse of transport card,3
663,663,2011,9,CriminalBehaviour,Obscene/libelous acts,9
664,664,2011,9,CriminalBehaviour,Physical/Verbal Agression,29
665,665,2011,9,CriminalBehaviour,Robbery,48
666,666,2011,9,CriminalBehaviour,Theft,36
667,667,2011,10,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
668,668,2011,10,CriminalBehaviour,Agression,28
669,669,2011,10,CriminalBehaviour,Break-in,90
670,670,2011,10,CriminalBehaviour,Corporal injury,4
671,671,2011,10,CriminalBehaviour,Environmental crime,1
672,672,2011,10,CriminalBehaviour,False Identity,1
673,673,2011,10,CriminalBehaviour,Gang-sacking/pillaging,1
674,674,2011,10,CriminalBehaviour,Gunshot,9
675,675,2011,10,CriminalBehaviour,Illegal possession,5
676,676,2011,10,CriminalBehaviour,Illitcit Substance,107
677,677,2011,10,CriminalBehaviour,"Loss, concealment or destruction of books or documents",2
678,678,2011,10,CriminalBehaviour,Misuse of transport card,2
679,679,2011,10,CriminalBehaviour,Obscene/libelous acts,14
680,680,2011,10,CriminalBehaviour,Physical/Verbal Agression,19
681,681,2011,10,CriminalBehaviour,Robbery,67
682,682,2011,10,CriminalBehaviour,Sexual harassment,3
683,683,2011,10,CriminalBehaviour,Theft,38
684,684,2011,10,CriminalBehaviour,Violation of graves,1
685,685,2011,11,CriminalBehaviour,Agression,16
686,686,2011,11,CriminalBehaviour,Break-in,52
687,687,2011,11,CriminalBehaviour,Corporal injury,6
688,688,2011,11,CriminalBehaviour,Crime against individual liberty,1
689,689,2011,11,CriminalBehaviour,Defamation,1
690,690,2011,11,CriminalBehaviour,Environmental crime,2
691,691,2011,11,CriminalBehaviour,Exploitation of minors,1
692,692,2011,11,CriminalBehaviour,Extortion,1
693,693,2011,11,CriminalBehaviour,False Identity,1
694,694,2011,11,CriminalBehaviour,Fishing in Prohibited Places,20
695,695,2011,11,CriminalBehaviour,Fraud (monetary),1
696,696,2011,11,CriminalBehaviour,Gunshot,8
697,697,2011,11,CriminalBehaviour,Illegal possession,5
698,698,2011,11,CriminalBehaviour,Illitcit Substance,121
699,699,2011,11,CriminalBehaviour,Misuse of transport card,4
700,700,2011,11,CriminalBehaviour,Murder,2
701,701,2011,11,CriminalBehaviour,Obscene/libelous acts,9
702,702,2011,11,CriminalBehaviour,Physical/Verbal Agression,35
703,703,2011,11,CriminalBehaviour,Racism,1
704,704,2011,11,CriminalBehaviour,Rape,2
705,705,2011,11,CriminalBehaviour,Robbery,61
706,706,2011,11,CriminalBehaviour,Sexual harassment,3
707,707,2011,11,CriminalBehaviour,Theft,24
708,708,2011,11,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
709,709,2011,12,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
710,710,2011,12,CriminalBehaviour,Agression,35
711,711,2011,12,CriminalBehaviour,Break-in,65
712,712,2011,12,CriminalBehaviour,Corporal injury,2
713,713,2011,12,CriminalBehaviour,Crime against individual liberty,1
714,714,2011,12,CriminalBehaviour,Environmental crime,2
715,715,2011,12,CriminalBehaviour,False Identity,2
716,716,2011,12,CriminalBehaviour,False money,1
717,717,2011,12,CriminalBehaviour,Fishing in Prohibited Places,21
718,718,2011,12,CriminalBehaviour,Fraud (monetary),1
719,719,2011,12,CriminalBehaviour,Gunshot,9
720,720,2011,12,CriminalBehaviour,Illegal possession,2
721,721,2011,12,CriminalBehaviour,Illitcit Substance,102
722,722,2011,12,CriminalBehaviour,Murder,1
723,723,2011,12,CriminalBehaviour,Obscene/libelous acts,19
724,724,2011,12,CriminalBehaviour,Physical/Verbal Agression,33
725,725,2011,12,CriminalBehaviour,Possession of explosive device,1
726,726,2011,12,CriminalBehaviour,Racism,1
727,727,2011,12,CriminalBehaviour,Robbery,56
728,728,2011,12,CriminalBehaviour,Sexual harassment,2
729,729,2011,12,CriminalBehaviour,Theft,53
730,730,2012,1,CriminalBehaviour,Agression,24
731,731,2012,1,CriminalBehaviour,Break-in,103
732,732,2012,1,CriminalBehaviour,Corporal injury,5
733,733,2012,1,CriminalBehaviour,Environmental crime,1
734,734,2012,1,CriminalBehaviour,False Identity,1
735,735,2012,1,CriminalBehaviour,False money,1
736,736,2012,1,CriminalBehaviour,Fishing in Prohibited Places,24
737,737,2012,1,CriminalBehaviour,Fraud (monetary),1
738,738,2012,1,CriminalBehaviour,Gunshot,5
739,739,2012,1,CriminalBehaviour,Illegal possession,2
740,740,2012,1,CriminalBehaviour,Illitcit Substance,111
741,741,2012,1,CriminalBehaviour,Maltreatment,1
742,742,2012,1,CriminalBehaviour,Murder,2
743,743,2012,1,CriminalBehaviour,Obscene/libelous acts,17
744,744,2012,1,CriminalBehaviour,Physical/Verbal Agression,34
745,745,2012,1,CriminalBehaviour,Racism,1
746,746,2012,1,CriminalBehaviour,Robbery,84
747,747,2012,1,CriminalBehaviour,Sexual harassment,2
748,748,2012,1,CriminalBehaviour,Theft,30
749,749,2012,2,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
750,750,2012,2,CriminalBehaviour,Agression,35
751,751,2012,2,CriminalBehaviour,Break-in,61
752,752,2012,2,CriminalBehaviour,Corporal injury,12
753,753,2012,2,CriminalBehaviour,Environmental crime,1
754,754,2012,2,CriminalBehaviour,Fishing in Prohibited Places,15
755,755,2012,2,CriminalBehaviour,Fraud (monetary),1
756,756,2012,2,CriminalBehaviour,Gambling,1
757,757,2012,2,CriminalBehaviour,Gunshot,12
758,758,2012,2,CriminalBehaviour,Illegal possession,1
759,759,2012,2,CriminalBehaviour,Illitcit Substance,141
760,760,2012,2,CriminalBehaviour,Irregular Construction,1
761,761,2012,2,CriminalBehaviour,Kidnapping and imprisonment,1
762,762,2012,2,CriminalBehaviour,Misuse of transport card,3
763,763,2012,2,CriminalBehaviour,Murder,1
764,764,2012,2,CriminalBehaviour,Obscene/libelous acts,14
765,765,2012,2,CriminalBehaviour,Physical/Verbal Agression,26
766,766,2012,2,CriminalBehaviour,Robbery,85
767,767,2012,2,CriminalBehaviour,Sexual harassment,6
768,768,2012,2,CriminalBehaviour,Theft,29
769,769,2012,3,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
770,770,2012,3,CriminalBehaviour,Agression,30
771,771,2012,3,CriminalBehaviour,Break-in,92
772,772,2012,3,CriminalBehaviour,Corporal injury,3
773,773,2012,3,CriminalBehaviour,Exploitation of minors,1
774,774,2012,3,CriminalBehaviour,False Identity,1
775,775,2012,3,CriminalBehaviour,False money,3
776,776,2012,3,CriminalBehaviour,Fishing in Prohibited Places,16
777,777,2012,3,CriminalBehaviour,Fraud (monetary),2
778,778,2012,3,CriminalBehaviour,Gunshot,3
779,779,2012,3,CriminalBehaviour,Illegal possession,3
780,780,2012,3,CriminalBehaviour,Illitcit Substance,183
781,781,2012,3,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
782,782,2012,3,CriminalBehaviour,Misuse of transport card,2
783,783,2012,3,CriminalBehaviour,Murder,1
784,784,2012,3,CriminalBehaviour,Obscene/libelous acts,13
785,785,2012,3,CriminalBehaviour,Physical/Verbal Agression,43
786,786,2012,3,CriminalBehaviour,Possession of explosive device,1
787,787,2012,3,CriminalBehaviour,Robbery,86
788,788,2012,3,CriminalBehaviour,Sexual harassment,4
789,789,2012,3,CriminalBehaviour,Theft,48
790,790,2012,3,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2
791,791,2012,4,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
792,792,2012,4,CriminalBehaviour,Agression,41
793,793,2012,4,CriminalBehaviour,Break-in,81
794,794,2012,4,CriminalBehaviour,Corporal injury,7
795,795,2012,4,CriminalBehaviour,Crime against individual liberty,1
796,796,2012,4,CriminalBehaviour,Favouring prostitution,1
797,797,2012,4,CriminalBehaviour,Fishing in Prohibited Places,18
798,798,2012,4,CriminalBehaviour,Fraud (monetary),2
799,799,2012,4,CriminalBehaviour,Gunshot,4
800,800,2012,4,CriminalBehaviour,Illegal possession,4
801,801,2012,4,CriminalBehaviour,Illitcit Substance,195
802,802,2012,4,CriminalBehaviour,Maltreatment,2
803,803,2012,4,CriminalBehaviour,Misuse of transport card,4
804,804,2012,4,CriminalBehaviour,Murder,3
805,805,2012,4,CriminalBehaviour,Obscene/libelous acts,10
806,806,2012,4,CriminalBehaviour,Physical/Verbal Agression,37
807,807,2012,4,CriminalBehaviour,Robbery,93
808,808,2012,4,CriminalBehaviour,Sexual harassment,2
809,809,2012,4,CriminalBehaviour,Theft,35
810,810,2012,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
811,811,2012,5,CriminalBehaviour,Agression,29
812,812,2012,5,CriminalBehaviour,Break-in,82
813,813,2012,5,CriminalBehaviour,Corporal injury,4
814,814,2012,5,CriminalBehaviour,Environmental crime,3
815,815,2012,5,CriminalBehaviour,Fishing in Prohibited Places,4
816,816,2012,5,CriminalBehaviour,Fraud (monetary),1
817,817,2012,5,CriminalBehaviour,Gambling,1
818,818,2012,5,CriminalBehaviour,Gang-sacking/pillaging,1
819,819,2012,5,CriminalBehaviour,Gunshot,3
820,820,2012,5,CriminalBehaviour,Illegal possession,5
821,821,2012,5,CriminalBehaviour,Illitcit Substance,150
822,822,2012,5,CriminalBehaviour,Impersonating a public official,1
823,823,2012,5,CriminalBehaviour,Kidnapping and imprisonment,1
824,824,2012,5,CriminalBehaviour,Misuse of transport card,5
825,825,2012,5,CriminalBehaviour,Murder,1
826,826,2012,5,CriminalBehaviour,Obscene/libelous acts,10
827,827,2012,5,CriminalBehaviour,Physical/Verbal Agression,27
828,828,2012,5,CriminalBehaviour,Robbery,75
829,829,2012,5,CriminalBehaviour,Sexual harassment,2
830,830,2012,5,CriminalBehaviour,Theft,41
